Clasificador,UnderSampling,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa
DecisionTree,0.15,0.888,0.468,0.892,0.68,0.994,0.07
DecisionTree,0.4,0.761,0.579,0.763,0.671,0.994,0.03
DecisionTree,0.05,0.94,0.388,0.946,0.667,0.993,0.144
DecisionTree,0.1,0.926,0.382,0.932,0.657,0.993,0.083
ExtraTrees,0.4,0.789,0.521,0.792,0.657,0.993,0.035
ExtraTrees,0.15,0.907,0.374,0.913,0.643,0.993,0.079
DecisionTree,0.3,0.812,0.453,0.816,0.634,0.993,0.03
ExtraTrees,0.5,0.743,0.519,0.746,0.632,0.993,0.024
DecisionTree,0.5,0.725,0.535,0.727,0.631,0.993,0.02
DecisionTree,0.25,0.803,0.453,0.807,0.63,0.993,0.031
RandomForest,0.3,0.856,0.398,0.861,0.629,0.992,0.042
ExtraTrees,0.3,0.833,0.416,0.838,0.627,0.992,0.031
RandomForest,0.4,0.825,0.418,0.829,0.623,0.992,0.031
ExtraTrees,0.05,0.947,0.289,0.954,0.622,0.992,0.145
RandomForest,0.05,0.941,0.293,0.949,0.621,0.992,0.142
RandomForest,0.25,0.874,0.354,0.88,0.617,0.992,0.051
ExtraTrees,0.25,0.819,0.409,0.823,0.616,0.992,0.03
RandomForest,0.1,0.916,0.288,0.923,0.605,0.992,0.07
RandomForest,0.5,0.753,0.453,0.756,0.605,0.992,0.018
RandomForest,0.15,0.913,0.288,0.92,0.604,0.992,0.057
ExtraTrees,0.1,0.939,0.244,0.947,0.595,0.991,0.074
LinearSVC,0.25,0.637,0.547,0.638,0.593,0.992,0.011
LinearSVC,0.05,0.624,0.56,0.624,0.592,0.992,0.01
LinearSVC,0.1,0.631,0.546,0.632,0.589,0.992,0.01
GradientBoosting,0.5,0.914,0.249,0.921,0.585,0.991,0.041
LinearSVC,0.3,0.629,0.539,0.63,0.584,0.992,0.01
LinearSVC,0.5,0.61,0.558,0.611,0.584,0.992,0.009
LinearSVC,0.15,0.638,0.523,0.639,0.581,0.992,0.01
LinearSVC,0.4,0.636,0.523,0.637,0.58,0.992,0.009
GradientBoosting,0.4,0.941,0.212,0.948,0.58,0.991,0.054
SVC_Linear,0.05,0.599,0.553,0.599,0.576,0.992,0.008
KNeighbors,0.4,0.859,0.284,0.865,0.575,0.991,0.022
SVC_Linear,0.1,0.584,0.56,0.584,0.572,0.992,0.007
KNeighbors,0.3,0.873,0.263,0.88,0.572,0.991,0.029
SVC,0.1,0.612,0.516,0.613,0.565,0.992,0.007
SVC_Linear,0.25,0.559,0.57,0.558,0.564,0.992,0.007
GradientBoosting,0.3,0.963,0.154,0.971,0.563,0.991,0.067
SVC_Linear,0.3,0.58,0.544,0.58,0.562,0.992,0.006
SVC,0.3,0.589,0.533,0.589,0.561,0.991,0.007
SVC,0.25,0.583,0.535,0.583,0.559,0.991,0.006
SVC,0.4,0.624,0.489,0.626,0.558,0.991,0.007
SVC,0.05,0.617,0.495,0.619,0.557,0.991,0.006
GradientBoosting,0.25,0.969,0.137,0.978,0.557,0.99,0.074
KNeighbors,0.25,0.871,0.232,0.878,0.555,0.991,0.026
AdaBoost,0.5,0.905,0.196,0.913,0.555,0.991,0.026
SVC_Linear,0.4,0.588,0.514,0.588,0.551,0.991,0.005
SVC,0.15,0.602,0.496,0.603,0.55,0.991,0.005
SGD,0.4,0.5,0.602,0.499,0.55,0.991,0.005
KNeighbors,0.5,0.744,0.351,0.748,0.55,0.99,0.011
AdaBoost,0.3,0.957,0.13,0.966,0.548,0.99,0.045
SVC,0.5,0.577,0.518,0.577,0.547,0.991,0.005
SVC_Linear,0.5,0.561,0.533,0.561,0.547,0.991,0.005
SVC_Linear,0.15,0.587,0.504,0.588,0.546,0.991,0.005
AdaBoost,0.4,0.935,0.149,0.943,0.546,0.99,0.029
SGD,0.1,0.537,0.547,0.537,0.542,0.991,0.007
SGD,0.15,0.522,0.56,0.521,0.541,0.991,0.006
SGD,0.25,0.671,0.407,0.674,0.54,0.991,0.006
KNeighbors,0.15,0.943,0.119,0.952,0.536,0.99,0.033
SGD,0.5,0.436,0.635,0.434,0.535,0.993,0.005
AdaBoost,0.25,0.968,0.088,0.978,0.533,0.99,0.041
SGD,0.05,0.581,0.479,0.582,0.531,0.991,0.005
SGD,0.3,0.485,0.574,0.484,0.529,0.99,0.009
GradientBoosting,0.15,0.982,0.065,0.992,0.528,0.99,0.06
GaussianNB,0.4,0.976,0.065,0.986,0.526,0.99,0.056
KNeighbors,0.1,0.917,0.125,0.926,0.525,0.99,0.042
GradientBoosting,0.1,0.985,0.053,0.995,0.524,0.99,0.064
GradientBoosting,0.05,0.988,0.047,0.998,0.523,0.99,0.074
KNeighbors,0.05,0.939,0.091,0.949,0.52,0.99,0.071
GaussianNB,0.5,0.89,0.14,0.898,0.519,0.99,0.023
GaussianNB,0.25,0.771,0.258,0.776,0.517,0.992,0.022
AdaBoost,0.15,0.982,0.03,0.993,0.511,0.989,0.025
AdaBoost,0.1,0.986,0.025,0.996,0.51,0.989,0.029
GaussianNB,0.15,0.489,0.532,0.488,0.51,0.99,0.012
GaussianNB,0.3,0.981,0.026,0.991,0.509,0.989,0.015
AdaBoost,0.05,0.988,0.012,0.999,0.506,0.989,0.02
GaussianNB,0.1,0.112,0.904,0.104,0.504,0.995,0.005
GaussianNB,0.05,0.11,0.905,0.101,0.503,0.993,0.003
